"","id","author","stars","date","comments","length","category"
"4932","4932","By Danielius K",5,"May 23, 2018","An amazing introduction to a crucial part of machine learning!",62,"math"
"4933","4933","By vipintiwari",5,"Sep 09, 2019","Great course for beginners who want to learn machine learning",61,"math"
"4934","4934","By Akash G",5,"Mar 19, 2019","Mathematics for Machine Learning: Linear Algebra  ... REVISED",61,"math"
"4935","4935","By sanjana",5,"Dec 12, 2019","Must course to understand the maths behind machine learning.",60,"math"
"4936","4936","By greg m",5,"Feb 15, 2020","Very good all around.  Good material for me.  Good teaching",59,"math"
"4937","4937","By In W C",5,"Oct 08, 2019","The instructor does a great job at explaining key concepts!",59,"math"
"4938","4938","By Davide F",5,"Sep 12, 2019","It gives a great visual intuition on linear algebra topics.",59,"math"
"4939","4939","By YSQ是我的",5,"Jul 08, 2019","讲的很好，就是因为语言问题有一些不理解，另外pagerank那个还没理解，但是快到期了，没办法，比较7天的试用期太短了",59,"math"
"4940","4940","By ANKIT G",5,"Feb 10, 2019","Awesome way to quickly revise some linear algebra concepts.",59,"math"
"4941","4941","By Tanuj J",5,"Jan 19, 2019","Informative and concise course. Good pace and explanations.",60,"math"
"4942","4942","By Dong T",5,"Dec 15, 2018","Very practical and dynamic tutorial of linear algebra. thx.",59,"math"
"4943","4943","By Nicolas D",5,"Nov 28, 2019","Excellent course. Good balance between theory and examples",58,"math"
"4944","4944","By yonathan c",5,"Aug 27, 2019","this is really intuitive course which makes me love maths.",58,"math"
"4945","4945","By Michael W",5,"Jun 24, 2019","This was everything it promised to be. I was very pleased.",59,"math"
"4946","4946","By Andrey T",5,"Mar 12, 2019","Thecoursefulfillsitsgoalsperfectlyandmeetsexpectation100%.",58,"math"
"4947","4947","By arif h",5,"Jan 06, 2019","nice course.but programming Assignment trouble to submit .",59,"math"
"4948","4948","By Rachakonda N",5,"Dec 25, 2018","Lectures and assignments are very nice and understandable.",58,"math"
"4949","4949","By Geoffrey K",5,"Oct 19, 2018","Taught by people who really enjoy their topic - excellent!",58,"math"
"4950","4950","By Won-Yung L",5,"Aug 05, 2018","This course gives me geometric intuition of linear algebra",58,"math"
"4951","4951","By Vassiliy T",5,"May 17, 2018","very well structured. problem solving pushes to learn more",58,"math"
"4952","4952","By yogesh g",5,"Oct 31, 2019","very good course to grasp main concepts of linear algebra",57,"math"
"4953","4953","By Andrew",5,"Mar 13, 2019","Excellent intro into Linear Algebra and Machine Learning.",58,"math"
"4954","4954","By Rodrigo S Z",5,"Aug 24, 2018","great course. gave me lots of intuition of linear algebra",57,"math"
"4955","4955","By Evgeny ( C",5,"Jul 25, 2018","Good balance between presentation and excellent exercises",57,"math"
"4956","4956","By Ayush B",5,"Jul 24, 2018","The hands-on learning on web page ranking was insightful.",57,"math"
"4957","4957","By Jinwoong K",5,"Nov 24, 2018","nice intro to the linear algebra world and relevant code",56,"math"
"4958","4958","By Trà N",5,"Nov 08, 2018","Really good course, help me to understand linear algebra",56,"math"
"4959","4959","By Xiao F",5,"Apr 20, 2018","very good course for high level aspect of linear algebra",56,"math"
"4960","4960","By Khasanova A G",5,"Sep 08, 2019","just awesome. challenging at times but totally worth it",56,"math"
"4961","4961","By Ricardo F",5,"Jun 10, 2019","The course is pretty good and both teachers are amazing",55,"math"
"4962","4962","By Martin B",5,"Sep 23, 2018","Very good. Excellent inroduction and highly accessible!",56,"math"
"4963","4963","By Kannan S",5,"Apr 11, 2018","Concepts are clearly explained with numerical examples.",55,"math"
"4964","4964","By Sumit K S",5,"Jan 03, 2020","Awesome Course  i will definately recommend my friends",54,"math"
"4965","4965","By Alok R S",5,"Dec 03, 2019","Lectures speed is fast. But lectures are just awesome.",54,"math"
"4966","4966","By Mohammed A",5,"Aug 26, 2019","A really wonderful courses that helped my in my career",54,"math"
"4967","4967","By Yashasva P",5,"Jun 08, 2019","The course content was really helpful and interesting.",54,"math"
"4968","4968","By KAI N",5,"Dec 24, 2018","Excellent course which provides a new viewpoint for ML",55,"math"
"4969","4969","By Abdulkadir H",5,"Sep 06, 2019","1 step closer to becoming a machine learning engineer",54,"math"
"4970","4970","By Jnaneswararao B",5,"Jun 09, 2018","changing the basis and reflecting plane helped me lot",53,"math"
"4971","4971","By UMAR T",5,"Mar 08, 2020","Excellent course covering concepts of linear algebra",52,"math"
"4972","4972","By Yunkai C",5,"Sep 28, 2019","very nice course, highly useful for my future study!",52,"math"
"4973","4973","By Bright I M",5,"Sep 25, 2019","I love the instructors as much as I loved the course",52,"math"
"4974","4974","By vikas c",5,"May 13, 2019","Good for basic understanding,  Assignments are fine.",52,"math"
"4975","4975","By Bomma L K",5,"Mar 31, 2018","very intuitive, must have of clear description of LA",52,"math"
"4976","4976","By kable",5,"Jun 19, 2019","Wonderful course design! Helps me a lot. Thank you!",51,"math"
"4977","4977","By shariq",5,"Sep 26, 2018","Its good course for anyone who has to build basics.",51,"math"
"4978","4978","By Yevhen D",5,"Sep 09, 2018","Nice course. Good examples, programming assigments!",51,"math"
"4979","4979","By 任杰文",5,"Jan 08, 2019","It's clear and intuitive, especially the examples.",50,"math"
"4980","4980","By Jonathas C B",5,"Dec 30, 2018","Nice mix of video lectures and practice exercises.",51,"math"
"4981","4981","By Moises R G G",5,"Jul 13, 2019","Excelent, I reinforced what I previously learned.",50,"math"
"4982","4982","By Maciej K",5,"May 15, 2018","great course, gives clear info on linear algebra.",49,"math"
"4983","4983","By Arnaud J",5,"May 12, 2018","Nice introduction or freshener on linear algebra.",50,"math"
"4984","4984","By karthikeyan j",5,"Dec 15, 2019","Excellent Teachers I wish attend them in person.",48,"math"
"4985","4985","By Thomas P",5,"Oct 01, 2019","Topics are well motivated and explained clearly.",49,"math"
"4986","4986","By Marc G",5,"Oct 09, 2018","Brilliant course! The instructors are excellent.",48,"math"
"4987","4987","By Valentina Z D",5,"Feb 12, 2020","thank you for making education more accessible.",47,"math"
"4988","4988","By Marco C",5,"Apr 09, 2018","One of the best online courses I've ever taken.",47,"math"
"4989","4989","By Vignesh S",5,"Nov 24, 2019","Awesome course with great learning experience!",46,"math"
"4990","4990","By Yona P",5,"Oct 08, 2019","greate course! really clear and well teaching!",47,"math"
"4991","4991","By Syed M S M",5,"Aug 29, 2019","Essential recap and practical implementations.",46,"math"
"4992","4992","By sudipta p",5,"Jul 22, 2019","I am in last week and till now it is the best.",46,"math"
"4993","4993","By Bruce",5,"Feb 20, 2019","The best linear algebra courses I ever learnt！",46,"math"
"4994","4994","By Aditya V",5,"Oct 07, 2018","great instructors!great learning!great course!",46,"math"
"4995","4995","By MUMTAZ H",5,"Aug 20, 2018","It was good experience. I enjoyed this course.",47,"math"
"4996","4996","By Zhou Y",5,"Mar 03, 2020","Excellent course! Enjoyable learning process.",45,"math"
"4997","4997","By Alexander Z",5,"Jul 26, 2018","Awesome introduction to LA!Very good content!",45,"math"
"4998","4998","By Nirmesh G",5,"May 06, 2018","very useful! changes the perspective of math.",46,"math"
"4999","4999","By Shanxue J",5,"Apr 01, 2018","Truly exceptional course. Strongly recommend!",45,"math"
"5000","5000","By Matan A",5,"Oct 04, 2019","The materials and the lectures just awesome!",44,"math"
"5001","5001","By Kevin H",5,"Aug 10, 2019","Very helpful. Video lectures were well done.",44,"math"
"5002","5002","By Thomas L",5,"Nov 12, 2019","It will give you a very basic understanding",43,"math"
"5003","5003","By Apurv",5,"Oct 07, 2019","Pretty good for brushing up the mathematics",43,"math"
"5004","5004","By Keisuke F",5,"Sep 14, 2019","I had a very good time with linear algebra.",43,"math"
"5005","5005","By Václav R",5,"Aug 26, 2019","Nice intro to the linear algebra intuition.",43,"math"
"5006","5006","By XIAO N",5,"Aug 31, 2018","Very good materials focusing on math for ML",43,"math"
"5007","5007","By Andrey",5,"Aug 10, 2018","Really good course with clear explanations.",43,"math"
"5008","5008","By Gen L",5,"Oct 28, 2019","Terrific! That is very easy to understand.",42,"math"
"5009","5009","By Kwak T h",5,"Jul 23, 2019","Good for studying basics of linear algebra",42,"math"
"5010","5010","By Veerapot K",5,"Jun 25, 2019","Very easy to understand, even for beginner",42,"math"
"5011","5011","By Andrii S",5,"Oct 01, 2018","Good course to start learning math for ML.",43,"math"
"5012","5012","By Quentin L P",5,"Apr 23, 2018","Really nice introduction. Highly recommend",42,"math"
"5013","5013","By Songdo C",5,"Feb 15, 2020","Excellent introduction to linear algebra!",41,"math"
"5014","5014","By Шмаков А А",5,"Aug 18, 2019","Хороший курс, проходится на одном дыхании",41,"math"
"5015","5015","By ASHISH S",5,"Apr 27, 2019","Excellent course ,i had  been enjoy lots.",41,"math"
"5016","5016","By Arihant J",5,"Jul 02, 2018","Simply excellent and highly recommended !",41,"math"
"5017","5017","By Wang Z",5,"Jun 30, 2018","Very challenging yet extremely beneficial",41,"math"
"5018","5018","By Benjamin C",5,"Jan 14, 2020","Very good course, pedagogy is brilliant.",40,"math"
"5019","5019","By Vaibhav A",5,"Aug 30, 2019","David Dye is awesome! A very good course",41,"math"
"5020","5020","By Bryan S",5,"Feb 19, 2019","A great introduction to linear algebra!",39,"math"
"5021","5021","By Taras S",5,"Jul 26, 2018","One of the best Linear Algebra courses!",39,"math"
"5022","5022","By Xiaoyuan C",5,"May 21, 2018","Super interesting and impressive course",39,"math"
"5023","5023","By Gautham T",5,"Jun 16, 2019","programming assignment could be better",38,"math"
"5024","5024","By dongyoungkim",5,"Mar 13, 2019","기초 선형대수 개념을 잡아가는데 아주 도움이 되었습니다. 감사합니다.",38,"math"
"5025","5025","By Khalil z",5,"Feb 24, 2019","thank you very much for your pure work",38,"math"
"5026","5026","By Ahmed H A E",5,"Jul 08, 2018","It's really a very interesting course.",38,"math"
"5027","5027","By Manish G",5,"Apr 23, 2019","Really good course. Nice instructors.",38,"math"
"5028","5028","By Bishal L",5,"Sep 22, 2018","The course was concise but intuitive.",38,"math"
"5029","5029","By Ashutosh P",5,"Jul 16, 2018","Great course to start ML preparation.",37,"math"
"5030","5030","By Joe E",5,"May 02, 2018","Great course with great instructors.",36,"math"
"5031","5031","By ABHISHEK K",5,"Aug 30, 2019","Excellent course. Kept me involved.",35,"math"
"5032","5032","By Deepak T",5,"May 07, 2018","Awesome explanation of each topic!!",35,"math"
"5033","5033","By Anshuman S B",5,"Aug 29, 2019","Crisp and to the point, Liked it !",34,"math"
"5034","5034","By Garrett B",5,"Jul 20, 2019","Excellent Presentation of material",34,"math"
"5035","5035","By Arnab M",5,"May 26, 2019","Great Course!  Great Professors!..",34,"math"
"5036","5036","By Daniel U",5,"Aug 13, 2018","Excellently presented, well-paced.",34,"math"
"5037","5037","By Ketan D",5,"Jan 12, 2020","Nicely Paced and Expertly taught.",33,"math"
"5038","5038","By Muhammad M",5,"Aug 21, 2019","An amazing course for a beginner.",33,"math"
"5039","5039","By gaurav k",5,"Jul 03, 2019","
well explained details on Algebra

",36,"math"
"5040","5040","By Michael B",5,"Jun 23, 2019","Excellent course and instructors!",33,"math"
"5041","5041","By Ezequiel A",5,"Jul 09, 2018","Amazing course! Thank you so much",33,"math"
"5042","5042","By nicole s",5,"Apr 17, 2018","Great teacher and teaching style!",33,"math"
"5043","5043","By Bala",5,"Aug 16, 2019","Easy and comfortable class ever.",32,"math"
"5044","5044","By Xinyi J",5,"Jul 26, 2019","Clear and vividly!  Recommend!!",31,"math"
"5045","5045","By Toan T L",5,"Sep 30, 2018","A great course in a good series",31,"math"
"5046","5046","By Styven G A",5,"Sep 09, 2019","Muy bueno, se aprende mucho...",30,"math"
"5047","5047","By Liam F",5,"Mar 10, 2019","Very useful, thanks very much!",30,"math"
"5048","5048","By Devbrat S",5,"Aug 06, 2018","just one word "" Knowledgesome""",30,"math"
"5049","5049","By Mukesh M",5,"Sep 30, 2019","Awesome Course, learned a ton",29,"math"
"5050","5050","By Conan J",5,"Jul 17, 2019","Very good video explanations.",29,"math"
"5051","5051","By Chenyu W",5,"Sep 24, 2018","Very Good and Useful  Course!",29,"math"
"5052","5052","By Shan G",5,"Jul 20, 2018","It's a great course made easy",29,"math"
"5053","5053","By Steven P M",5,"Apr 05, 2019","Great Linear Algebra course!",28,"math"
"5054","5054","By Dr I H",5,"Jan 25, 2019","I really enjoyed the course",27,"math"
"5055","5055","By imran s",5,"Dec 17, 2018","Good Explanation and Useful",27,"math"
"5056","5056","By Carlos M J N",5,"Nov 10, 2019","Enfocado a lo que debe ser",26,"math"
"5057","5057","By Steven Y",5,"Aug 06, 2019","Thanks for a great course!",26,"math"
"5058","5058","By Changxin W",5,"Dec 28, 2018","与国内的课程不同，教你从几何的角度理解线性代数。",25,"math"
"5059","5059","By ELINGUI P U",5,"Sep 26, 2018","Great course, I loved it",24,"math"
"5060","5060","By shadab s",5,"Nov 14, 2019","A Must for ML enginners",23,"math"
"5061","5061","By omid p s e",5,"Sep 27, 2019","IT'S BEST COURSE I HAVE",24,"math"
"5062","5062","By gregorius a",5,"Feb 15, 2019","Very Good Math Lecture!",23,"math"
"5063","5063","By Nitish K S",5,"Jul 14, 2018","short and informative !",23,"math"
"5064","5064","By Loveleen G",5,"May 04, 2018","Good Course, Go for it.",23,"math"
"5065","5065","By amardeep",5,"Apr 18, 2018","best math course for ML",24,"math"
"5066","5066","By Tayler S",5,"Jan 22, 2020","High-quality teaching.",22,"math"
"5067","5067","By Fanghang J",5,"Oct 27, 2019","Very clearly explained",22,"math"
"5068","5068","By Deeparaj A C",5,"Mar 26, 2019","It was a great course.",22,"math"
"5069","5069","By Kevin M",5,"Mar 25, 2019","Very, very accessible.",22,"math"
"5070","5070","By Leonardo H T S",5,"Sep 26, 2019","Altamente recomendado",21,"math"
"5071","5071","By SiriusXDJ",5,"Sep 15, 2019","A very useful course.",22,"math"
"5072","5072","By Luiz F S G",5,"Feb 03, 2019","Great quality course!",21,"math"
"5073","5073","By ash g",5,"Jan 20, 2019","Good intuitive intro.",21,"math"
"5074","5074","By Dhaval R",5,"Jan 12, 2020","its vary good course",20,"math"
"5075","5075","By Andreas P",5,"Sep 22, 2019","Thank you very much.",20,"math"
"5076","5076","By Edison C",5,"Jul 18, 2018","Excellent enjoyment!",20,"math"
"5077","5077","By Musawar A",5,"Jul 08, 2018","Very nice opertunity",20,"math"
"5078","5078","By Annamalai S",5,"Jul 03, 2018","Really great course!",20,"math"
"5079","5079","By Aleksey A",5,"Jan 06, 2020","David Dye the best!",19,"math"
"5080","5080","By Andrew F",5,"Oct 08, 2018","Interesting subject",19,"math"
"5081","5081","By Daya_Jin",5,"Sep 28, 2018","讲得很清楚，视频内容的展示方式也很独特",20,"math"
"5082","5082","By HARSH K D",5,"Jun 13, 2018","nice of mathematics",19,"math"
"5083","5083","By Nanyan Z",5,"May 25, 2018","It's really useful!",19,"math"
"5084","5084","By Dipit M",5,"Jan 08, 2020","Amazing Experience",18,"math"
"5085","5085","By muhamad r f",5,"Feb 20, 2019","easy to understand",18,"math"
"5086","5086","By Bruno F",5,"Oct 09, 2018","Very useful course",18,"math"
"5087","5087","By Carlos S",5,"May 30, 2018","Good refreshing!!!",18,"math"
"5088","5088","By Evgeny M",5,"Feb 23, 2020","Excellent course!",17,"math"
"5089","5089","By Fabian G",5,"Dec 23, 2019","Excellent course.",17,"math"
"5090","5090","By Runjeeth N",5,"Jul 08, 2019","just exceptional.",17,"math"
"5091","5091","By Sanjiv R P",5,"Jun 23, 2019","Very good course.",17,"math"
"5092","5092","By Oksamytnyi Y",5,"Jun 11, 2019","Best course ever!",17,"math"
"5093","5093","By Boyan S",5,"Dec 15, 2018","Excellent Course.",18,"math"
"5094","5094","By Lina T",5,"Feb 22, 2020","Excellent course",16,"math"
"5095","5095","By Amravi s",5,"Mar 03, 2019","excellent course",16,"math"
"5096","5096","By James L T",5,"Oct 27, 2018","Excellent course",16,"math"
"5097","5097","By Siddharth S",5,"Jun 23, 2018","Simply Fantastic",16,"math"
"5098","5098","By Bálint - H F",5,"Jun 06, 2018","Very very good !",16,"math"
"5099","5099","By Amritpal S",5,"Nov 05, 2019","Learnt alot..!!",15,"math"
"5100","5100","By Samuel Z",5,"Dec 07, 2018","Amazing course!",15,"math"
"5101","5101","By Aditya U",5,"Aug 23, 2018","Awesome course!",15,"math"
"5102","5102","By Vinay P K",5,"Mar 10, 2018","Good Refresher.",15,"math"
"5103","5103","By ZUQIAN S",5,"Mar 11, 2020","Amazing class!",14,"math"
"5104","5104","By Chuhan O",5,"Dec 14, 2019","Awesome class!",14,"math"
"5105","5105","By Pablo M P",5,"Jul 15, 2019","Very didactic!",14,"math"
"5106","5106","By Lia L",5,"Feb 21, 2019","Great teacher!",14,"math"
"5107","5107","By Alexander Y",5,"Jun 28, 2018","amazing course",14,"math"
"5108","5108","By Felipe M",5,"May 02, 2018","Great Teacher!",14,"math"
"5109","5109","By HieuCNSE150774",5,"Feb 07, 2020","Nice teachers",13,"math"
"5110","5110","By K V S D",5,"Feb 03, 2020","excellent one",13,"math"
"5111","5111","By SOURAV S",5,"Jun 30, 2019","Thank You Sir",13,"math"
"5112","5112","By Virender p s",5,"Jun 03, 2019","Great course.",13,"math"
"5113","5113","By Viswanath M",5,"Nov 14, 2018","Very helpful!",13,"math"
"5114","5114","By Marakhi D",5,"May 08, 2018","Great course.",13,"math"
"5115","5115","By Dharmanshu K",5,"Sep 06, 2019","Really good.",12,"math"
"5116","5116","By Karim M E",5,"Jul 25, 2019","great course",12,"math"
"5117","5117","By Maya A",5,"Jul 23, 2019","great course",13,"math"
"5118","5118","By SWETA K",5,"Mar 30, 2019","GOOD COURSES",12,"math"
"5119","5119","By Marco C",5,"Jan 27, 2019","Simply great",12,"math"
"5120","5120","By Gorelov A",5,"Jan 20, 2019","Great course",12,"math"
"5121","5121","By Yerjan A",5,"Jan 04, 2019","Got momentum",12,"math"
"5122","5122","By Sambeet P",5,"Nov 14, 2018","Great Course",12,"math"
"5123","5123","By Guangyuan L",5,"Jul 26, 2018","Pretty nice!",12,"math"
"5124","5124","By 郭立",5,"Jun 07, 2018","excellent!!!",12,"math"
"5125","5125","By heeseok",5,"Jan 08, 2020","Nice Course",11,"math"
"5126","5126","By Muhammad B",5,"Nov 30, 2019","Very useful",11,"math"
"5127","5127","By Muhammad Z H",5,"Sep 07, 2019","learnt alot",11,"math"
"5128","5128","By Lintao D",5,"Aug 26, 2019","Good course",11,"math"
"5129","5129","By Rodrigo F",5,"Jun 23, 2019","Excellent!!",11,"math"
"5130","5130","By Parag B",5,"Oct 08, 2018","Excellent!!",11,"math"
"5131","5131","By Mrinal G",5,"Oct 01, 2018","nice course",11,"math"
"5132","5132","By Le N P",5,"Jul 11, 2018","many thanks",11,"math"
"5133","5133","By Christopher H",5,"Mar 31, 2018","Great intro",12,"math"
"5134","5134","By 潘敦为",5,"Mar 09, 2020","Excellent！",10,"math"
"5135","5135","By Juan N C U",5,"Nov 23, 2019","Muy aspero",10,"math"
"5136","5136","By ayuthiyea",5,"Aug 13, 2019","Thank you.",10,"math"
"5137","5137","By Nedim M",5,"Aug 06, 2019","Thank You!",10,"math"
"5138","5138","By denise d",5,"May 05, 2018","Excellent!",10,"math"
"5139","5139","By Takayuki M",5,"Mar 24, 2018","(๑•̀ㅂ•́)و✧",10,"math"
"5140","5140","By Sreeprakash N",5,"Nov 10, 2019","Very good",9,"math"
"5141","5141","By PRABAL G",5,"Oct 10, 2019","very good",9,"math"
"5142","5142","By Jorge H L B",5,"Oct 08, 2019","Excelente",9,"math"
"5143","5143","By Greg H",5,"Jun 18, 2019","Very Good",9,"math"
"5144","5144","By Sasikumar G",5,"May 23, 2019","Excellent",9,"math"
"5145","5145","By Colin W",5,"May 15, 2019","Excellent",9,"math"
"5146","5146","By Xinya X",5,"Mar 13, 2019","I like it",9,"math"
"5147","5147","By DIVYANSH S",5,"Feb 04, 2019","excellent",9,"math"
"5148","5148","By Edward K",5,"Sep 18, 2018","very nice",10,"math"
"5149","5149","By Kuo P",5,"Mar 16, 2018","excellent",9,"math"
"5150","5150","By Musabbir H S",5,"Jan 26, 2020","Perfect!",8,"math"
"5151","5151","By Xiaxin",5,"Oct 05, 2019","可以听得懂的课程",8,"math"
"5152","5152","By Aditya S",5,"Dec 06, 2019","awesome",7,"math"
"5153","5153","By Bhavya G",5,"Jul 20, 2019","Amazing",7,"math"
"5154","5154","By Sheikh N I",5,"Jul 02, 2018","Thanks!",7,"math"
"5155","5155","By Shijing C",5,"Mar 27, 2019","useful",6,"math"
"5156","5156","By János G",5,"Feb 10, 2019","Superb",6,"math"
"5157","5157","By shobit G",5,"Nov 07, 2018","good!",5,"math"
"5158","5158","By Vydyula A",5,"Jul 31, 2019","good",4,"math"
"5159","5159","By Salem A A",5,"Jul 01, 2019","Good",4,"math"
"5160","5160","By 宋健",5,"Mar 12, 2019","nice",4,"math"
"5161","5161","By Yiqing W",5,"Dec 27, 2018","good",4,"math"
"5162","5162","By Daniel R",5,"Aug 12, 2018","A+",2,"math"
"5163","5163","By Deepak K A",5,"Jun 19, 2018",":)",2,"math"
"5164","5164","By Rayanne",5,"Oct 21, 2019","j",1,"math"
"5165","5165","By Tushar S",5,"Mar 27, 2019",".",1,"math"
"5166","5166","By Vern",4,"Apr 11, 2018","I would give this course 5 stars for the fact that in five weeks, the course is able to go through perhaps a semester or two or three of Linear Algebra (LA), and how LA fits into data science.  I gave it four stars because I believe the program should include lots of links to reference and learning aid resources.  Because I had done a couple other courses on LA relatively recently, some these arcane LA concepts were grasped with some, but not too much, effort.If you are even just a little familiar with LA, this course will give you a good foundation for the LA relative to data science.  So, if this is you, and you want to get into Machine Learning (ML) to understand how ML works internally, then jump right in.Thanks to all who contributed to make this a great ride.",776,"math"
"5167","5167","By John G",4,"Sep 30, 2018","Overall, the course is good and well worth your time if you goal is to brush on Linear Algebra. It is pretty important that you have been exposed to linear algebra before though, as some topics are covered pretty quickly. My only complaint is that there was a lot of unnecessary obfuscation. The lectures constantly alluded to things without actually naming them (e.g., gradient descent in one of the earlier lectures). I found the ""Essence of Linear Algebra"" video series on YouTube to be invaluable to actually making sense of some of the lectures in this course, so if you do take this course I suggest doing the same!",621,"math"
"5168","5168","By sreekar",4,"Sep 13, 2018","For purposes of learning (refreshing) linear algebra for machine learning, this course is a great tool. There were some blips here and there, where the explanations are lacking , but overall a good resource. i have to add that this combined with 3Blue1brown LA series provides optimal learning than the course alone. 3Blue1Brown provides better intuition while this course will walk you through the more rigorous math part of it. for best results ofcourse you may have to do solve lots of Text book problems yourself. (there is a recommended text book, but not necessary for passing grade or completing course)",610,"math"
"5169","5169","By Tim Z",4,"Mar 31, 2018","Actually I have learned linear algebra before but forget a lot, so I want to use this course to review it and help me prepare for the study of machine learning. As a computer science student(sophomore), I think the coding assignments are too easy for me. But it indeed introduce the core concept and equations in linear algebra, which are quite useful for future learning. In my opinion, freshman students or students just graduated from high school may feel more satisfied with this course. And it is better for students who have learned linear algebra before to find harder courses to learn.",593,"math"
"5170","5170","By Harsh S",4,"Jul 25, 2018","Good course for your first step into machine learning. Very engaging. Great application with the PageRank problem. The course does dive into the core understandings of linear algebra and you do develop a sound mathematical intuition. The coding isn't very difficult and has been eased for non-programmers. However, what happened for a keen learner like myself is that I wrote code which I didn't understand very well myself, but still managed to get a full score. This made me a bit uneasy. Otherwise, an awesome course to get started on and it is possible to finish in two weeks.Enjoy!!",587,"math"
"5171","5171","By Marc P",4,"Apr 19, 2019","Excellent course to refresh linear algebra basics, build intuition and see the subject from a machine learning perspective. I wouldn't recommend it for people that are new to the subject, since the pace is fast, much is omitted and the assignments aren't always easy. Every now and then, the calculations come before the intuition, which can be tricky to follow. However, most of the course is very didactic and the combination of videos and challenges kept me motivated throughout.   I suggest the youtube channel of 3Blue1Brown whenever you feel lost with the subject at hand.",579,"math"
"5172","5172","By Mohammad O B S",4,"Sep 29, 2019","Instructors have done a really good job at introducing the fundamentals specially from a graphical point of view which allows you to build your grasp strongly around the topics in a way that is not accomplished in a traditional college classroom. However, I would say perhaps there could be more challenging questions on the real world applications of linear algebra in machine learning followed by in-depth step-by-step solutions in order to really get the application-based learning inside your meat.",503,"math"
"5173","5173","By Gabriel L S",4,"Aug 12, 2019","I like the the structure of explaining the theory using examples (in this case, geometric/visual examples). However, I would love to have further understanding on the basic linear algebra topics (or at least be linked to websites that explain this further) to allow flexibility to students like me who has zero knowledge on linear operations.  Overall, I was able to overcome the challenged through self learning, understand the concepts well, and appreciate the applications in machine learning.",497,"math"
"5174","5174","By Yuriy G",4,"Jan 31, 2019","Thanks a lot for this course! The explanations and lecturer work were brilliant!It's very good for introduction but it lacks a strict wording, definitions and some generalizations. Especially in the section of changing basis. When after considering a number of examples, I really want to move on to the general case.Anyway, you've a made a great work because anyone without any preparation can get acquainted with very deep mathematical ideas.",444,"math"
"5175","5175","By Nikita V M",4,"Feb 06, 2020","Excellent instructors and video quality. Some frustrating elements with assignments being either somewhat unclear or redundant. The only severe flaw was that grader feedback was entirely pointless, as it made no effort to even give an example of what went wrong. Simply saying that something was incorrect without providing, say, an example of the input matrix that failed, in no way helped advance my understanding of the problem.",431,"math"
"5176","5176","By William L",4,"May 19, 2018","Video lectures are great and really help with understanding why you are learning the material and what the concepts mean.  The programming assignments and quizzes are challenging.  There were some cases where I did not understand the quiz question and did not know why I got it wrong or even correct if I guessed.  Access to solutions after completing a graded assignment or even after the course would be beneficial.",417,"math"
"5177","5177","By James G",4,"Apr 01, 2018","It's quite good. The material implies they are aiming to teach linear algebra and basic Python programming basically from scratch, but it goes over topics so quickly and skims over so many details that I suspect this course only works if you've studied much of it before. Even though I have studied much of this before I still had to go and find other sources of information, as the explanations here are so brief.",414,"math"
"5178","5178","By Kitty",4,"Jun 12, 2019","Generally great course. Explanations are very clear. Cons: ① no textbook/slides/reading materials etc., have to take notes and screenshots for every single thing you want to record. ② The content is not enough. Way too less knowledge covered than college-level linear algebra course. I took this course to refresh my knowledge and it turned out that more than half of the contents are the ones I still remember.",412,"math"
"5179","5179","By Amit A",4,"Aug 30, 2019","Eigenvalues and eigenvectors while explained conceptually very well, the jump to page rank and transformations using them was bit hand wavy. May be it is not that important or the topic is too complex. I think I have to go through it multiple times to get the gist of it once again. I might if there is real applciation of it in ML.The course is still very good and thank you for sharing it with us.",399,"math"
"5180","5180","By Pavel S",4,"Dec 13, 2019","The biggest problem of this course is that dot-products are introduced before linear transfomations. I understood dot products through 3blue1brown videos and they are more intuitively explained as the product of the lengths of the projection and the vector projected onto. It is a subset of linear transformation a matrix vector multiplication where one of vectors is transposed.",379,"math"
"5181","5181","By Fang Z",4,"Jun 11, 2019","The course generally is good. However I think there are some problems in this course: 1. The course pace is too fast,  some concepts are hard to understand with few minutes lecture   2. The after-practice didn't help me to boost my understanding to the lecture. Even after I finished the practice, I still wonder why this happens   3. The final quiz has too much calculations.",380,"math"
"5182","5182","By Prasad N R",4,"Sep 30, 2019","I was expecting a lot from the course. But, it covers only the very basic portions. For example, I am not sure if I can start understanding the difficulties with normal equations and portions of linear algebra based on calculus. Also, it does not discuss parallelism of ML with linear algebra. I am not sure if this will help me read and understand Andrew Ng's ML papers.",371,"math"
"5183","5183","By Musiboyina Y",4,"May 27, 2018","The course content was spot-on, covering some of the most important basics for math in machine learning. I wish there were more programming exercise based assignments and less hand-calculation based quizzes to make it close to real world applications. Overall, loved this course and highly recommend it to data science enthusiasts taking baby steps towards deep learning.",371,"math"
"5184","5184","By Shashank S",4,"Aug 05, 2018","This course has provided everything that it had promised. The professors of this course are really knowledgeable about the topics and the use of real life examples by them to explain each concept proves really helpful. Overall, this course would be a really good starting point for anyone willing to start their journey in the world of Machine Learning and Data Science.",370,"math"
"5185","5185","By Julio V",4,"Sep 27, 2018","I feel like some part should've gone a bit more in depth. Due to time constraints for the course, I guess that's why some topics where not developed further. Would be quite nice in these cases if you could point to other sources, books, etc. Or maybe do a compilation of sources based on what the students have used to get unstuck on particular issues.",352,"math"
